ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-04-02,51,31251,596,Unemployed,Bachelor,30,66582,24,Single,0,Rent,357,0.5664480969779048,2,2,0.1601695538852808,0,Home,1,21,25,2313,945,30153,37940,2604.25,0.7840615661655488,5,3276,0.243582,0.2474564400627162,3545.091047229281,1.498355014775571,0,61.0
2018-04-03,31,22359,524,Employed,High School,11,26889,48,Married,2,Mortgage,216,0.2211316958194412,5,1,0.4552599311322595,0,Auto,0,14,8,24764,3578,131521,46881,1863.25,0.8538791924339512,4,84640,0.259889,0.2407135350402262,877.6917767367678,0.586980693270773,0,57.0
2018-04-04,36,152650,610,Employed,Associate,12,24815,48,Married,3,Other,148,0.103056870955778,3,1,0.3843075055403481,0,Home,0,21,25,4346,587,127009,89100,12720.833333333334,0.7725809772296938,6,37909,0.214815,0.2135114898398752,773.1082609982855,0.0724094276579064,1,38.400000000000006
2018-04-05,35,15120,562,Self-Employed,Master,11,21849,84,Married,0,Rent,423,0.5157266656021708,5,1,0.2386445210334251,0,Debt Consolidation,0,24,26,1874,1245,18522,14697,1260.0,0.951149524950168,5,3825,0.265849,0.2441707013922021,544.9168704597823,0.7681879924283986,0,58.0
2018-04-06,22,59830,570,Self-Employed,Associate,0,22734,24,Single,2,Rent,246,0.432399872563476,3,2,0.5723276818607661,0,Debt Consolidation,0,29,9,2511,329,449345,13537,4985.833333333333,0.7485047297788853,7,435808,0.212734,0.1746266391648873,1129.0809235415209,0.2757976112735793,1,45.6
2018-04-07,43,55308,645,Employed,Doctorate,22,19539,72,Single,0,Other,362,0.0715581905110223,3,0,0.2662099288951911,0,Debt Consolidation,0,29,24,5995,932,101618,7871,4609.0,0.9664762707448832,4,93747,0.212039,0.1696312,434.265166928783,0.1727631084679503,1,36.8
2018-04-08,43,30948,601,Employed,Bachelor,17,25291,36,Married,0,Mortgage,286,0.0509513419696787,1,0,0.3603486893761465,0,Auto,0,19,25,7167,291,99978,21318,2579.0,0.7435777656921195,9,78660,0.209791,0.2233077175954149,970.2078724473372,0.4870910711311893,0,49.0
2018-04-09,40,56940,592,Employed,Associate,21,15752,96,Married,0,Mortgage,213,0.4250499826740336,3,0,0.1172375847043762,0,Debt Consolidation,0,20,7,1349,634,97769,33321,4745.0,0.7907911613907693,5,64448,0.254752,0.2616014984888397,392.9661211330063,0.1277062425991583,0,50.0
2018-04-10,37,44000,539,Employed,High School,13,28714,60,Married,3,Rent,457,0.4141824374841434,3,1,0.1999940926692494,0,Home,0,10,29,5872,2939,331208,29418,3666.6666666666665,0.946449956266186,8,301790,0.264214,0.2441737483948041,833.0142733198009,0.3518220745417639,0,46.0
2018-04-11,23,81554,509,Employed,High School,4,35101,72,Married,1,Rent,519,0.3579209013937276,5,0,0.2943235497801772,0,Home,0,23,24,3233,1955,84421,14641,6796.166666666667,0.8231243849036931,5,69780,0.295601,0.3165122753604206,1093.628675336426,0.237285039409926,0,49.0
2018-04-12,34,26567,612,Employed,Bachelor,13,17339,60,Single,1,Mortgage,194,0.0873860931301412,1,1,0.0653370744758526,0,Education,0,17,14,2738,512,55729,81589,2213.9166666666665,0.6828916312462736,4,9625,0.216339,0.2321913245705517,490.98002931805775,0.3093973859230132,0,48.0
2018-04-13,35,33569,596,Employed,Bachelor,9,37172,48,Divorced,0,Mortgage,212,0.2629147472900452,3,0,0.0325882994284799,0,Home,0,20,8,2103,12534,56452,23346,2797.4166666666665,0.7067858949522561,6,33106,0.234172,0.2245695694108283,1180.3849642470652,0.4977395683804934,0,52.0
2018-04-14,30,94238,608,Employed,Bachelor,6,15917,36,Married,3,Own,203,0.1643775271640669,3,2,0.4589280817317269,0,Home,0,23,2,3382,7940,54668,13137,7853.166666666667,0.6076754325693814,3,41531,0.1969169999999999,0.1876325332493067,581.5503891626953,0.099902424393051,1,44.0
2018-04-15,38,45145,587,Employed,Bachelor,17,11431,48,Divorced,1,Mortgage,879,0.1261249456996093,5,0,0.2974102492388263,0,Education,0,27,24,7060,2678,119670,26515,3762.0833333333335,0.9581471730380612,9,93155,0.212931,0.196131632018912,345.4978468657514,0.3254839774590545,1,40.0
2018-04-16,44,70881,597,Employed,Master,23,34590,48,Divorced,0,Rent,324,0.30403187309642,1,1,0.117077159340471,0,Home,0,22,19,2050,1136,3628,21804,5906.75,0.7870640617697736,8,1188,0.23109,0.2141664978094515,1078.8701894649091,0.2375028889770024,0,50.0
2018-04-17,62,105240,656,Employed,Associate,39,13937,108,Widowed,3,Mortgage,391,0.2489745651437896,6,2,0.1983002305886784,1,Home,0,32,26,1960,2516,62442,28628,8770.0,0.96470514370327,4,33814,0.230937,0.2297078574766258,306.3041270938386,0.0795101627244969,0,55.0
2018-04-18,42,63709,517,Unemployed,Bachelor,18,22221,48,Single,0,Mortgage,623,0.2838588898758306,2,3,0.4732130443935223,0,Auto,0,41,18,3930,136,80888,12851,5309.083333333333,0.6208073821759903,3,68037,0.258721,0.2654236406441723,756.0285458271679,0.2597488981137047,0,57.0
2018-04-19,43,31713,487,Self-Employed,Bachelor,18,38865,48,Married,1,Rent,314,0.2499556834175538,2,3,0.6010572141517163,0,Auto,0,20,6,395,231,49718,43113,2642.75,0.9786517361897752,3,6605,0.290365,0.2864304610851083,1368.8672558289884,0.6367863989514666,0,64.0
2018-04-20,39,29900,536,Employed,High School,17,23396,72,Single,3,Mortgage,589,0.1038206712651684,3,0,0.1858154591411437,0,Debt Consolidation,0,28,4,470,2353,23801,36682,2491.6666666666665,0.9365135983784778,6,2585,0.2703959999999999,0.2994520375102945,703.022859665007,0.51853760254114,0,54.0
2018-04-21,18,87673,608,Employed,Master,0,10667,72,Single,3,Mortgage,725,0.2219630213117185,4,0,0.3856831470770867,0,Auto,1,23,19,1134,551,71561,5492,7306.083333333333,0.7363489048266613,5,66069,0.221667,0.2400203909193612,280.84150732555884,0.1376717813683426,1,43.2
2018-04-22,39,55454,565,Self-Employed,Bachelor,16,35551,36,Married,3,Mortgage,1206,0.2406738956667675,5,0,0.5263880901334251,0,Auto,0,22,13,4159,1098,33268,27329,4621.166666666667,0.9733609129905876,4,5939,0.2380509999999999,0.2541482188827534,1421.3129304334127,0.5685388820500045,0,61.0
2018-04-23,40,40722,558,Employed,High School,18,31637,120,Married,2,Own,269,0.1727113925422437,5,2,0.1438867784578108,0,Auto,0,22,9,9140,398,141270,20184,3393.5,0.8019917617833859,4,121086,0.307637,0.3027985474321377,840.5550282755453,0.326964793951833,0,47.0
2018-04-24,69,76571,680,Employed,Master,49,34173,48,Married,1,Rent,407,0.1586768373024463,7,2,0.216618899532913,0,Home,0,20,3,2220,3117,78008,5915,6380.916666666667,0.959075228326481,7,72093,0.189173,0.1911275958480552,1023.8112085485172,0.2242328623445195,0,46.0
2018-04-25,37,22901,525,Employed,Master,14,18493,48,Married,2,Rent,288,0.0859222327796731,1,1,0.2641119559708486,0,Auto,0,25,6,3120,3491,99630,10098,1908.4166666666667,0.9247388971617914,3,89532,0.250993,0.2534033093899361,616.690288339272,0.4740528125440489,0,53.0
2018-04-26,43,49421,609,Employed,Bachelor,21,17161,72,Married,3,Other,438,0.3621156053362238,3,4,0.2587870541153639,0,Debt Consolidation,0,21,8,10050,1546,17627,40586,4118.416666666667,0.8538435594219569,8,9540,0.227661,0.2580680759549189,470.8010353828341,0.2206675790573644,0,51.0
2018-04-27,39,43507,611,Employed,Associate,16,31845,48,Divorced,3,Rent,544,0.3749899526791381,4,2,0.0847899222421028,1,Home,0,32,15,1192,5407,30751,34764,3625.5833333333335,0.7286152906659061,7,6480,0.221345,0.2656139999999999,1083.810065641057,0.448978803128064,0,60.0
2018-04-28,25,41402,572,Employed,Doctorate,4,25900,36,Married,4,Mortgage,419,0.1113135565726894,2,2,0.0923347235350403,0,Home,0,29,21,9920,6772,36312,37402,3450.1666666666665,0.729440679148017,6,4623,0.2249,0.2377350219528855,1013.0533057953522,0.4150678631356994,0,50.0
2018-04-29,53,37405,626,Employed,High School,30,15770,48,Married,0,Mortgage,442,0.2279538059258588,3,0,0.2996445580910432,0,Debt Consolidation,1,22,19,14266,762,15028,29045,3117.083333333333,0.8538652603658562,3,4530,0.19777,0.2061054309744192,485.0316359934904,0.2974035458340298,0,56.0
2018-04-30,49,48399,564,Employed,Bachelor,29,19629,48,Single,0,Rent,346,0.2845530444179331,6,1,0.2145117695194217,0,Home,0,18,19,993,1120,91813,16583,4033.25,0.8816550375388991,1,75230,0.232629,0.264095005853557,666.3672618766681,0.2510053336333399,0,51.0
2018-05-01,49,44775,574,Employed,High School,28,20270,48,Divorced,4,Mortgage,228,0.1537465730129016,3,0,0.1961324000931501,0,Education,0,28,7,3070,1348,31257,64801,3731.25,0.84456748953186,5,8511,0.22827,0.2196043266803594,638.1928593137129,0.2321454899333234,0,51.0
2018-05-02,29,125711,580,Employed,Associate,7,12133,48,Widowed,0,Own,543,0.4563506459374977,3,1,0.2147964982057931,0,Home,0,20,20,16833,1592,18425,10411,10475.916666666666,0.7066975949742867,5,8014,0.217133,0.2181261203260186,381.0299962124382,0.0882051686371857,1,40.8
2018-05-03,56,15131,634,Employed,Master,30,25599,48,Married,2,Rent,351,0.2426003682938966,1,1,0.3810705651994572,0,Home,1,25,5,2458,2915,73848,15145,1260.9166666666667,0.778020135748182,7,58703,0.203599,0.2283225931236707,818.1347930558546,0.9272101987092892,0,59.0
2018-05-04,23,73576,603,Employed,Bachelor,0,12055,36,Married,2,Other,491,0.010550359397377,8,0,0.24930210540325,0,Education,0,26,1,1924,600,50167,59651,6131.333333333333,0.7665230614013436,5,4647,0.195555,0.1754386463723086,433.0636692410553,0.1507116998870917,1,41.6
2018-05-05,47,50345,602,Employed,Bachelor,22,18805,48,Married,1,Mortgage,441,0.4682993166153103,2,1,0.0879305410086949,0,Home,0,24,1,13605,785,50714,3537,4195.416666666667,0.5794889302075689,3,47177,0.212805,0.2324865552985765,605.2927055520034,0.2493894620443746,0,52.0
2018-05-06,66,56816,669,Employed,Associate,41,20719,12,Single,2,Mortgage,288,0.3201989296751192,4,1,0.0764620140703347,0,Auto,0,28,27,8124,705,636666,14955,4734.666666666667,0.7062527329182626,6,621711,0.151219,0.1394149509329506,1859.728992378859,0.4536177821132481,1,28.8
2018-05-07,28,34588,621,Employed,Master,0,18962,48,Single,0,Mortgage,444,0.2153448383537081,4,0,0.2816647708675246,0,Debt Consolidation,0,36,1,8955,256,89846,11153,2882.333333333333,0.6647634811526894,3,78693,0.203462,0.2409475521345167,619.1897311280587,0.3688642527332226,0,52.0
2018-05-08,33,55383,565,Employed,Associate,10,9093,48,Married,3,Own,419,0.3080942448964131,4,0,0.0936257148249453,0,Auto,0,18,21,6607,1948,13714,6183,4615.25,0.6376914646557146,2,7531,0.2215929999999999,0.2329611404795455,292.9212284818008,0.1542540985822655,1,40.0
2018-05-09,41,65180,551,Employed,High School,16,15086,72,Married,2,Mortgage,323,0.2629592287911378,1,0,0.1893285066405936,0,Debt Consolidation,0,24,26,562,1662,64928,61849,5431.666666666667,0.5761223937843625,7,3079,0.254586,0.2326246575872104,390.4395277269173,0.1313481793912704,1,40.0
2018-05-10,33,15000,523,Employed,Bachelor,8,13879,60,Married,2,Rent,248,0.258464995124704,2,2,0.3668960471331983,0,Auto,0,29,13,12973,290,27247,5651,1250.0,0.7785983863246368,2,21596,0.257379,0.2690634753047489,423.0232759033748,0.5368186207226998,0,56.0
2018-05-11,21,149736,560,Employed,Associate,0,27917,48,Married,0,Own,604,0.3076271019395862,1,0,0.3647327710678125,0,Auto,0,27,9,3003,2256,290530,10999,12478.0,0.8278309677340422,6,279531,0.242917,0.2082644425030576,861.8653947452472,0.1174759893208244,1,37.6
2018-05-12,40,42717,585,Employed,High School,14,41561,24,Divorced,3,Other,326,0.3800835716089359,2,1,0.252630803759783,0,Home,0,21,24,489,759,48731,10782,3559.75,0.6584504522019998,3,37949,0.2240609999999999,0.2140001983452904,2143.813798122449,0.6938166438998383,0,53.0
2018-05-13,27,66417,590,Employed,Master,5,9493,48,Married,3,Mortgage,408,0.644568842556894,3,1,0.1906296164057773,0,Home,0,27,17,2012,1060,112110,24837,5534.75,0.7588609525120575,9,87273,0.209493,0.1919831119533875,284.8361861202966,0.1251793100176695,1,40.0
2018-05-14,45,22121,602,Employed,Bachelor,23,18805,60,Divorced,3,Other,250,0.2210274421152772,0,2,0.0641242479182796,0,Home,0,32,12,667,2669,63386,7364,1843.4166666666667,0.9867449095215128,2,56022,0.2228049999999999,0.2379574379604218,538.7544132243307,0.4278763599607598,0,47.0
2018-05-15,28,37558,620,Employed,Master,5,18686,60,Married,0,Rent,278,0.1221470589494719,1,1,0.2197450342212391,0,Education,0,24,24,4575,1163,9316,17652,3129.833333333333,0.8532237481232183,10,2660,0.213686,0.2277135049624295,524.3153017738612,0.2563444172023625,0,49.0
2018-05-16,58,134691,621,Employed,Bachelor,36,16421,24,Married,0,Rent,607,0.1916414193207638,1,0,0.169401203082851,0,Home,1,28,27,1619,306,48831,27992,11224.25,0.8842708944465567,4,20839,0.180921,0.1980686738965583,834.2114895797027,0.1284015849236877,1,40.0
2018-05-17,30,33101,539,Employed,High School,7,29824,60,Married,0,Rent,358,0.1847873399309997,3,0,0.1637510519359936,0,Education,0,17,19,2548,1004,220116,8784,2758.4166666666665,0.9113831973407766,0,211332,0.265324,0.2389714754694289,856.1962596946144,0.4401786990222462,0,46.0
2018-05-18,36,44364,439,Employed,High School,10,5538,36,Divorced,1,Mortgage,313,0.3314445993974999,3,1,0.3018415197190495,0,Other,0,26,12,2471,764,203672,8223,3697.0,0.8680864326045541,7,195449,0.271038,0.2562125018508351,222.0136237945848,0.1447156136853083,1,40.8
2018-05-19,49,38596,499,Employed,Master,27,13078,36,Married,2,Other,292,0.148254550452486,1,2,0.3877176939850358,0,Debt Consolidation,1,24,23,1121,1118,40099,121827,3216.333333333333,0.8030584112494779,6,4304,0.248578,0.2558993551055523,524.0681505529991,0.2537262360513003,0,60.0
2018-05-20,25,139954,439,Unemployed,High School,3,40858,48,Single,0,Rent,293,0.1728898066948234,1,0,0.4489110385391811,0,Auto,0,28,22,427,1429,51633,5937,11662.833333333334,0.5887569424712554,2,45696,0.316358,0.3124454576901247,1500.8545233870482,0.1538094965534717,0,56.0
2018-05-21,42,53444,521,Unemployed,Bachelor,19,16462,60,Married,0,Other,730,0.3684903388772527,4,1,0.237526015053893,0,Auto,0,24,12,4608,638,44150,32195,4453.666666666667,0.5809484460351957,7,11955,0.260962,0.2880802820182057,520.6123708999971,0.2808051128433493,0,55.0
2018-05-22,55,113523,643,Employed,High School,33,10990,60,Married,0,Own,427,0.3060192614473559,4,2,0.2217120257217952,0,Auto,0,25,18,4279,2107,130005,17536,9460.25,0.8653741651174964,4,112469,0.19449,0.2038890207086711,293.5510189961893,0.0761661709781654,1,35.2
2018-05-23,20,31270,581,Employed,Bachelor,1,6624,12,Married,1,Mortgage,151,0.464867466093846,5,2,0.0920790813606543,0,Other,1,27,20,2857,478,78348,31210,2605.833333333333,0.7802279615770682,6,47138,0.181124,0.173323616262346,605.1855616188404,0.2901895343596445,0,58.0
2018-05-24,42,46717,520,Employed,High School,21,20915,60,Divorced,4,Other,616,0.3926780588481041,4,2,0.4418981690673736,0,Auto,0,25,20,1085,2885,8920,11975,3893.0833333333335,0.9889078460701592,1,3094,0.265915,0.2457024490774915,608.624593648303,0.3145641869935919,0,57.0
2018-05-25,43,56613,564,Employed,High School,19,25148,36,Single,0,Mortgage,340,0.5136588368001973,5,1,0.4353465580683332,0,Home,0,20,3,4138,1730,226679,47469,4717.75,0.5005037363000974,8,179210,0.228148,0.241327041378289,988.3808662665645,0.2815708476003528,0,56.0
2018-05-26,49,86882,612,Employed,Bachelor,24,51374,72,Married,1,Rent,380,0.116597619683324,1,2,0.225287112967231,0,Home,0,35,19,10374,565,45230,263937,7240.166666666667,0.5470855796326178,8,4755,0.260374,0.2777725883376206,1472.6892010165866,0.2558904078197905,0,47.0
2018-05-27,25,69876,598,Employed,Associate,5,17992,96,Single,1,Rent,545,0.0114707390916024,3,1,0.2581546911234629,0,Debt Consolidation,0,31,15,915,506,19626,7056,5823.0,0.8042212823161409,5,12570,0.253992,0.2723052977294854,461.8554917370296,0.1729100964686638,0,51.0
2018-05-28,24,32582,513,Self-Employed,Bachelor,4,26598,60,Divorced,0,Rent,231,0.4625920674621868,5,1,0.1466522547528528,0,Debt Consolidation,0,24,21,288,1263,32463,10978,2715.1666666666665,0.8519066808790127,4,21485,0.275098,0.2727079521049,816.4890481577511,0.3857918046127621,0,55.0
2018-05-29,46,101562,612,Employed,Bachelor,23,30836,84,Divorced,3,Mortgage,323,0.6055536860613306,6,0,0.1895148847247776,0,Education,1,26,14,7528,378,62262,36152,8463.5,0.7734253915833851,5,26110,0.249836,0.236658704709986,754.4015679516308,0.127299765812209,0,54.0
2018-05-30,43,24611,548,Unemployed,Bachelor,25,21110,24,Married,0,Other,489,0.5774590354323942,0,1,0.222317808740061,0,Education,0,30,18,10586,1352,190056,20979,2050.9166666666665,0.7565857226468845,5,169077,0.2221099999999999,0.2473423829653818,1123.8598944257246,0.7864092776851285,0,54.0
2018-05-31,43,22390,594,Employed,Associate,21,17603,120,Married,1,Own,389,0.1581449304593628,3,5,0.3996419437011357,0,Auto,0,19,23,612,293,24284,46780,1865.8333333333333,0.9182481307609824,3,8633,0.275603,0.2929706681120441,454.9331165012831,0.4523089503356587,0,55.0
2018-06-01,44,47430,605,Employed,Bachelor,25,32684,60,Married,5,Mortgage,377,0.6351421226572908,2,0,0.191575883028812,0,Debt Consolidation,0,31,17,673,505,57941,32526,3952.5,0.7162418050569915,5,25415,0.235184,0.2323554773523261,925.8059033784632,0.3296156618288332,0,50.0
2018-06-02,31,57105,500,Employed,Master,6,24760,36,Single,3,Rent,168,0.1222252354768056,2,1,0.3289675827238538,0,Home,0,15,20,2593,129,12750,12673,4758.75,0.7130921503679093,6,1632,0.25976,0.2681013306623649,1008.3119297517228,0.2471892681380032,0,53.0
2018-06-03,42,28751,536,Employed,Bachelor,21,30150,60,Married,0,Own,343,0.4110981671499558,1,3,0.3386737526920623,0,Debt Consolidation,0,19,5,8298,2785,33961,20305,2395.9166666666665,0.8500267069542693,7,13656,0.26715,0.258890881936069,900.7265157618874,0.5191025769240253,0,59.0
2018-06-04,43,43567,547,Employed,Bachelor,17,17390,24,Married,2,Mortgage,308,0.1436437837044899,3,0,0.2657086420246948,0,Debt Consolidation,0,28,10,12906,4746,131041,11319,3630.5833333333335,0.7653277557835397,3,119722,0.2188899999999999,0.2380168360580599,917.707994966234,0.3376063520461543,0,48.0
2018-06-05,31,20113,575,Employed,Master,6,27214,36,Married,1,Own,347,0.2162748337056839,2,1,0.4527286073123595,0,Other,0,20,2,4698,1891,99134,46478,1676.0833333333333,0.8050181673943958,1,52656,0.224714,0.2267576093601733,1048.852877752631,0.8328063706573645,0,60.0
2018-06-06,62,52633,682,Unemployed,Master,41,13197,120,Married,5,Own,347,0.2206098600903152,0,2,0.1779702798550773,1,Auto,0,22,27,4853,730,51962,68554,4386.083333333333,0.7323448370903589,9,6415,0.227197,0.2245547528960111,276.8821426280891,0.1422412880044282,0,59.0
2018-06-07,45,93617,557,Employed,Associate,25,10868,84,Single,0,Own,826,0.1852083569009087,7,4,0.4673102205493854,0,Home,0,18,17,3489,357,79807,54410,7801.416666666667,0.8024603090900825,8,25397,0.257368,0.2468937990250041,272.9321558018385,0.1408631538034978,1,43.2
2018-06-08,25,34276,574,Employed,Doctorate,3,5163,96,Married,3,Rent,365,0.3068512432051159,3,0,0.1981528554668243,0,Debt Consolidation,0,27,26,3141,42,38198,5950,2856.333333333333,0.6432778154586831,6,32248,0.253163,0.2516654856745215,125.3743363618091,0.1716796602970506,0,51.0
2018-06-09,47,25819,587,Self-Employed,High School,25,12824,36,Married,0,Rent,103,0.6251110136059772,2,2,0.2019140922561381,0,Debt Consolidation,0,30,5,1622,1914,63582,13848,2151.583333333333,0.7311656082725878,6,49734,0.204324,0.1821822317409338,465.0233901800585,0.2640025052155661,0,61.0
2018-06-10,28,72220,546,Employed,Doctorate,5,11336,36,Married,1,Mortgage,533,0.0749757526584197,2,2,0.0943437121914956,0,Debt Consolidation,0,27,28,1517,1581,125642,21847,6018.333333333333,0.8586571733035676,9,103795,0.223336,0.2124214087649371,428.4952003309024,0.1597610413177905,1,36.0
2018-06-11,49,30032,594,Employed,High School,28,5789,24,Single,0,Mortgage,148,0.3107083947287454,3,4,0.6043856643408314,0,Debt Consolidation,0,32,1,1632,524,87958,20361,2502.6666666666665,0.916058478710454,7,67597,0.1837889999999999,0.1951435199276996,293.2641924268633,0.1763176048588958,0,61.0
2018-06-12,53,259639,545,Employed,Associate,29,39203,12,Single,3,Rent,189,0.4386562711710819,2,0,0.2159059871988357,0,Debt Consolidation,0,26,18,21809,322,22131,31385,21636.58333333333,0.6294477479731049,3,2180,0.231703,0.2082674307613362,3647.08023469859,0.1772960256986935,1,40.8
2018-06-13,30,58238,628,Self-Employed,Master,7,15647,48,Married,1,Mortgage,770,0.3295258830768796,3,1,0.1772264166734497,1,Debt Consolidation,0,31,5,8060,2519,52153,9039,4853.166666666667,0.6520002745778942,4,43114,0.196647,0.1968086253851197,473.4874039847746,0.2562218628355591,0,64.0
2018-06-14,51,91953,618,Employed,High School,29,21715,48,Married,5,Rent,264,0.2848807974783398,2,1,0.5055457486130079,0,Debt Consolidation,0,30,4,2879,4094,33213,16233,7662.75,0.8565896611314722,10,16980,0.207715,0.1910068472786552,650.4353504324093,0.1193351408348712,1,45.6
2018-06-15,44,22237,609,Employed,High School,23,33644,60,Divorced,1,Rent,816,0.0834704033900283,3,0,0.4714725437536073,0,Home,0,28,21,1967,2124,64119,23197,1853.0833333333333,0.74758521576362,3,40922,0.234144,0.2263112636023082,941.3235674849936,0.948324090921434,0,54.0
2018-06-16,49,74085,653,Employed,Bachelor,27,36208,12,Married,2,Other,375,0.2610447149526503,3,0,0.5635651599936462,0,Debt Consolidation,0,32,28,2043,15912,70652,75471,6173.75,0.8407513173047919,6,7553,0.174708,0.1710999384947515,3304.2319994015834,0.5959476816200175,0,52.0
2018-06-17,62,33370,633,Employed,Bachelor,41,18943,24,Divorced,2,Rent,545,0.5216435101841149,5,0,0.3087013594120962,0,Home,0,24,9,966,1022,92153,124204,2780.833333333333,0.8363589085183586,5,10973,0.177443,0.1854112496546378,950.6725134774842,0.5378504693356251,0,54.0
2018-06-18,37,36562,553,Employed,High School,14,38934,48,Married,0,Own,782,0.2712565461457211,4,0,0.3734549246387511,0,Home,1,26,11,636,1405,2612797,9589,3046.833333333333,0.4920743255317542,4,2603208,0.257434,0.2217851625245951,1230.4340525540445,0.6605002087043524,1,42.400000000000006
2018-06-19,30,25658,583,Employed,Associate,7,6423,36,Married,3,Own,374,0.1894535547286846,1,1,0.0656446682087652,0,Other,0,20,6,2411,480,73838,16061,2138.1666666666665,0.6281619823189073,5,57777,0.199923,0.1974959764384783,237.88299637288844,0.2861717965731803,0,51.0
2018-06-20,29,75095,590,Employed,Associate,6,11657,120,Married,1,Rent,182,0.445935977119576,3,0,0.5825699687710878,0,Auto,1,15,9,1570,510,61242,19771,6257.916666666667,0.8958779572566345,7,41471,0.271657,0.3259884,329.8993646775571,0.0818002846545134,0,66.0
2018-06-21,30,50657,591,Employed,High School,4,20536,48,Married,2,Mortgage,638,0.3076862262550148,7,2,0.0611514659954466,0,Auto,0,27,14,20114,475,124093,16677,4221.416666666667,0.6961833476119678,11,107416,0.220036,0.1959136080494626,620.4555409479389,0.2981121363557902,0,46.0
2018-06-22,39,48707,582,Employed,Bachelor,17,9741,36,Married,0,Other,558,0.0522357238300751,1,0,0.2514780656533204,0,Home,0,30,17,2817,337,118511,49436,4058.9166666666665,0.8151823308796098,13,69075,0.203741,0.2444892,384.46701682767775,0.2321966904537773,0,50.0
2018-06-23,44,99138,524,Employed,High School,19,23007,48,Single,4,Rent,472,0.2540217479680924,2,2,0.2485996001451692,0,Auto,0,25,24,2596,152,10777,42553,8261.5,0.7571087604821021,6,1156,0.256007,0.2443425028249835,755.6043743495422,0.1485934000302054,1,40.8
2018-06-24,43,48280,581,Employed,Associate,20,40424,36,Married,4,Rent,340,0.2456170925788514,0,1,0.236268128684344,0,Home,0,28,12,3207,4229,102225,18198,4023.3333333333335,0.7211819879579198,2,84027,0.234924,0.1903172372386648,1482.4314109198974,0.4529655536669173,0,51.0
2018-06-25,49,88064,568,Employed,Bachelor,27,24156,120,Married,0,Other,382,0.4188561574560084,2,0,0.1095899033439234,0,Other,0,28,17,7110,252,161014,25181,7338.666666666667,0.7183138858213195,4,135833,0.295156,0.2599071122999699,566.4924363690118,0.1292458806825506,1,36.8
2018-06-26,40,177855,625,Employed,Master,18,17289,60,Married,0,Mortgage,280,0.0381954413523817,3,0,0.4362052170220401,0,Education,0,24,26,3966,947,100795,5297,14821.25,0.4376470065062385,5,95498,0.209789,0.2317025527049952,489.0777211980991,0.0518902063724786,1,38.400000000000006
2018-06-27,57,55440,614,Employed,Bachelor,35,31937,12,Widowed,2,Own,497,0.1472038203843839,3,2,0.3286043803976798,0,Auto,0,25,14,958,1312,32453,11335,4620.0,0.9196059262663318,4,21118,0.189937,0.1855233268684352,2936.3855222944208,0.7431570394576669,0,50.0
2018-06-28,36,44377,558,Employed,High School,13,11938,36,Married,3,Rent,215,0.4871413459689579,1,1,0.172368674875069,0,Debt Consolidation,0,23,19,2782,1457,59951,7527,3698.0833333333335,0.8448341979999824,2,52424,0.217938,0.2104055154034537,450.01354973535626,0.1798265452109037,1,40.0
2018-06-29,72,115677,511,Employed,Bachelor,51,27962,24,Married,1,Own,364,0.1067163362071237,6,0,0.4827722727825871,0,Debt Consolidation,0,26,6,1314,3522,89023,36001,9639.75,0.621282685530762,5,53022,0.247462,0.281752414333143,1537.2902256069656,0.1972343915150253,0,54.0
2018-06-30,47,163133,654,Employed,Master,27,13145,36,Single,5,Mortgage,210,0.1247277421292372,2,1,0.1071683365164474,0,Education,0,27,6,687,411,85222,23228,13594.416666666666,0.8641471562710866,8,61994,0.171145,0.1960728807168578,485.8890017679324,0.0511893241785242,1,32.800000000000004
2018-07-01,29,51989,517,Employed,Bachelor,5,26850,72,Married,3,Mortgage,351,0.1694921328730161,5,0,0.486149060748954,0,Auto,0,22,3,1462,391,54547,10095,4332.416666666667,0.837484158288577,6,44452,0.28335,0.308280968179741,822.1477906476991,0.2707836943925136,0,58.0
2018-07-02,27,28941,612,Employed,Associate,3,15007,60,Single,0,Mortgage,112,0.126320772975842,1,1,0.5284547949288323,0,Education,0,23,8,1934,2041,133058,88914,2411.75,0.720013118653687,6,44144,0.214007,0.1881368566838582,387.7529908928042,0.2072159182721278,0,57.0
2018-07-03,45,117455,652,Unemployed,Doctorate,21,19372,48,Divorced,3,Own,697,0.24441493145149,2,0,0.6809138064677995,0,Auto,1,26,6,3583,11199,288436,9076,9787.916666666666,0.7402011020414656,3,279360,0.188372,0.1858106205731819,574.9512772267276,0.1299511755712462,1,44.8
